timestamp,accelX,accelY,accelZ,gravX,gravY,gravZ,angVelX,angVelY,angVelZ,pitch,roll,heading,w,x,y,z,temprature,sysCal,gyroCal,accelCal,magCal
1349,978,4,-90,0,0,0,-21,-58,-34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11,0,3,3,3
1379,991,-5,-95,3,-1,980,-53,-53,-81,-0.06,0.19,0.19,1.00,-0.00,-0.00,-0.00,11,0,3,3,3
1406,988,13,-98,3,-2,980,-27,40,-32,-0.13,0.13,0.25,1.00,-0.00,-0.00,-0.00,11,0,3,3,3
1438,949,10,-78,976,6,-85,-29,18,-24,179.63,84.94,90.56,0.68,0.00,-0.74,-0.00,11,0,3,3,3
1466,954,0,-80,976,6,-86,-40,-14,-32,179.56,84.88,90.69,0.68,0.00,-0.74,-0.00,11,0,3,3,3
1494,965,9,-90,976,8,-86,-23,-5,-37,179.50,84.88,90.75,0.68,0.00,-0.74,-0.00,11,0,3,3,3
1522,943,10,-61,976,9,-85,-39,28,-38,179.44,84.94,90.88,0.68,0.00,-0.74,-0.01,11,0,3,3,3
1551,956,-1,-52,976,9,-85,-26,0,-1,179.38,84.94,91.00,0.68,0.00,-0.74,-0.01,11,0,3,3,3
1579,969,3,-63,976,9,-85,-13,-28,-11,179.38,84.94,91.00,0.68,0.00,-0.74,-0.01,11,0,3,3,3
1609,988,0,-78,976,10,-86,-10,9,-23,179.38,84.88,91.06,0.68,0.00,-0.74,-0.01,11,0,3,3,3
1637,961,12,-79,976,10,-85,0,62,-28,179.31,85.00,91.13,0.68,0.00,-0.74,-0.01,11,0,3,3,3
1666,945,16,-68,977,11,-83,-11,46,-41,179.25,85.06,91.19,0.68,0.00,-0.74,-0.01,11,0,3,3,3
1692,954,19,-77,977,13,-82,-2,45,-36,179.19,85.13,91.25,0.68,0.00,-0.74,-0.01,11,0,3,3,3
1721,941,17,-70,977,14,-80,-9,44,-36,179.13,85.19,91.31,0.68,0.00,-0.74,-0.01,11,0,3,3,3
1747,957,19,-75,977,15,-79,-20,56,-85,179.00,85.25,91.44,0.68,0.00,-0.74,-0.01,11,0,3,3,3
1779,945,23,-64,977,18,-77,-20,79,-110,178.81,85.31,91.69,0.68,0.00,-0.73,-0.01,11,0,3,3,3
1806,943,19,-57,977,22,-75,-39,42,-113,178.63,85.38,91.88,0.68,0.00,-0.73,-0.01,11,0,3,3,3
1836,968,24,-67,977,24,-74,-8,36,-56,178.50,85.38,92.06,0.68,0.01,-0.73,-0.01,11,0,3,3,3
1863,949,18,-63,977,26,-72,-8,55,-36,178.44,85.44,92.13,0.68,0.01,-0.73,-0.01,11,0,3,3,3
1890,949,38,-68,977,27,-71,-8,70,-56,178.38,85.50,92.25,0.68,0.01,-0.73,-0.01,11,0,3,3,3
1920,950,22,-59,977,29,-69,-55,54,-96,178.19,85.56,92.50,0.68,0.01,-0.73,-0.01,11,0,3,3,3
1946,967,29,-64,977,32,-67,-32,31,-96,178.06,85.56,92.63,0.68,0.01,-0.73,-0.02,11,0,3,3,3
1975,954,38,-59,977,37,-66,-56,60,-156,177.81,85.50,93.00,0.68,0.01,-0.73,-0.02,11,0,3,3,3
2002,945,45,-64,977,41,-63,-61,69,-128,177.56,85.50,93.38,0.68,0.01,-0.73,-0.02,11,0,3,3,3
2029,960,41,-56,977,44,-62,-58,59,-119,177.38,85.50,93.56,0.68,0.01,-0.73,-0.02,11,0,3,3,3
2057,965,45,-53,977,48,-60,-72,64,-143,177.13,85.44,93.94,0.68,0.01,-0.73,-0.02,11,0,3,3,3
2088,949,55,-45,977,53,-57,-55,95,-136,176.88,85.38,94.31,0.69,0.01,-0.73,-0.03,11,0,3,3,3
2116,992,61,-61,977,57,-55,-61,56,-135,176.63,85.31,94.63,0.69,0.01,-0.73,-0.03,11,0,3,3,3
2143,1005,69,-73,977,64,-52,-99,133,-277,176.25,85.13,95.19,0.69,0.01,-0.73,-0.03,11,0,3,3,3
2170,964,98,-50,976,70,-48,-127,199,-296,175.69,84.94,95.94,0.69,0.02,-0.72,-0.04,11,0,3,3,3
2198,951,59,-16,976,77,-42,-132,175,-178,175.44,84.81,96.31,0.69,0.02,-0.72,-0.04,11,0,3,3,3
2231,963,76,-24,976,81,-37,-64,146,-107,175.19,84.75,96.69,0.69,0.02,-0.72,-0.04,11,0,3,3,3
2257,914,100,-9,976,84,-32,-88,84,-112,175.06,84.69,97.00,0.69,0.02,-0.72,-0.04,11,0,3,3,3
2287,934,84,-12,976,89,-31,-107,39,-159,174.75,84.44,97.50,0.69,0.02,-0.72,-0.05,11,0,3,3,3
2316,940,79,-5,975,92,-29,-59,62,-78,174.56,84.31,97.81,0.69,0.02,-0.72,-0.05,11,0,3,3,3
2342,911,88,11,975,93,-27,-30,39,-32,174.50,84.25,97.94,0.70,0.02,-0.72,-0.05,11,0,3,3,3
2369,909,93,4,975,94,-26,-24,-22,-38,174.44,84.19,98.00,0.70,0.02,-0.72,-0.05,11,0,3,3,3
2400,942,82,-4,975,95,-28,-12,-67,-17,174.38,84.13,98.13,0.69,0.02,-0.72,-0.05,11,0,3,3,3
2428,944,99,-10,975,95,-30,9,-49,-9,174.38,84.13,98.13,0.69,0.02,-0.72,-0.05,11,0,3,3,3
2456,927,92,-14,975,95,-31,25,-40,15,174.38,84.13,98.06,0.69,0.02,-0.72,-0.05,11,0,3,3,3
2483,907,112,-17,975,94,-32,42,-49,40,174.44,84.13,97.94,0.69,0.02,-0.72,-0.05,11,0,3,3,3
2509,932,101,-16,975,92,-34,8,-109,51,174.50,84.19,97.88,0.69,0.02,-0.72,-0.05,11,0,3,3,3
2538,947,104,-27,975,91,-37,34,-43,74,174.63,84.19,97.75,0.69,0.02,-0.72,-0.05,11,0,3,3,3
2570,902,120,-29,975,87,-38,17,-52,120,174.81,84.38,97.50,0.69,0.02,-0.72,-0.05,11,0,3,3,3
2596,939,90,-18,976,82,-41,-12,-142,187,175.13,84.56,97.25,0.69,0.02,-0.72,-0.04,11,0,3,3,3
2624,959,90,-31,976,79,-44,10,-128,147,175.44,84.69,96.94,0.69,0.01,-0.72,-0.04,11,0,3,3,3
2651,999,86,-55,976,75,-48,14,-149,129,175.56,84.75,96.81,0.69,0.01,-0.72,-0.04,11,0,3,3,3
2680,1038,82,-74,976,71,-52,-7,-101,107,175.75,84.75,96.63,0.69,0.01,-0.73,-0.04,11,0,3,3,3
2710,1002,68,-49,976,69,-53,-21,38,66,175.94,84.88,96.50,0.69,0.01,-0.73,-0.04,11,0,3,3,3
2739,995,37,-21,976,67,-51,-14,23,51,176.06,85.00,96.38,0.69,0.01,-0.73,-0.04,11,0,3,3,3
2767,984,39,-17,977,66,-50,24,77,8,176.06,85.06,96.31,0.69,0.01,-0.72,-0.04,11,0,3,3,3
2794,921,43,-1,977,66,-48,60,76,0,176.06,85.19,96.25,0.69,0.01,-0.72,-0.04,11,0,3,3,3
2823,931,68,-24,977,66,-47,98,5,-4,176.06,85.19,96.13,0.69,0.01,-0.72,-0.04,11,0,3,3,3
2849,954,51,-33,977,66,-47,49,-23,9,176.06,85.19,96.00,0.69,0.01,-0.72,-0.04,11,0,3,3,3
2880,923,56,-25,977,66,-46,88,49,-14,176.13,85.25,95.88,0.69,0.01,-0.72,-0.04,11,0,3,3,3
2907,905,79,-34,977,66,-46,100,-7,-7,176.13,85.25,95.69,0.69,0.01,-0.72,-0.03,11,0,3,3,3
2934,949,80,-51,977,65,-47,68,-48,11,176.13,85.25,95.56,0.69,0.01,-0.72,-0.03,11,0,3,3,3
2961,979,67,-56,977,65,-48,45,-20,1,176.13,85.19,95.44,0.69,0.01,-0.72,-0.03,11,0,3,3,3
2992,965,58,-32,977,65,-48,43,7,-3,176.13,85.19,95.38,0.69,0.01,-0.72,-0.03,11,0,3,3,3
3020,931,89,-33,977,65,-47,72,32,-15,176.13,85.25,95.25,0.69,0.02,-0.72,-0.03,11,0,3,3,3
3050,968,71,-48,977,66,-48,33,-45,-38,176.06,85.13,95.25,0.69,0.02,-0.72,-0.03,11,0,3,3,3
3078,971,67,-48,977,67,-48,24,1,-21,176.00,85.06,95.25,0.69,0.02,-0.72,-0.03,11,0,3,3,3
3104,938,79,-35,977,68,-48,54,29,-20,176.00,85.06,95.19,0.69,0.02,-0.72,-0.03,11,0,3,3,3
3133,908,98,-36,977,68,-47,56,28,-5,175.94,85.13,95.13,0.69,0.02,-0.72,-0.03,11,0,3,3,3
3161,984,60,-46,977,68,-48,-9,-78,11,175.94,85.06,95.13,0.69,0.02,-0.72,-0.03,11,0,3,3,3
3191,970,51,-26,977,68,-49,25,8,14,176.00,85.06,95.06,0.69,0.02,-0.72,-0.03,11,0,3,3,3
3219,948,90,-43,977,67,-49,54,10,5,176.00,85.06,94.94,0.69,0.02,-0.72,-0.03,11,0,3,3,3
3247,959,79,-52,977,67,-49,1,-16,-21,176.00,85.00,94.94,0.69,0.02,-0.72,-0.03,11,0,3,3,3
3275,973,61,-44,977,68,-49,16,22,-2,176.00,85.00,94.94,0.69,0.02,-0.72,-0.03,11,0,3,3,3
3302,927,79,-40,977,67,-47,15,46,23,176.00,85.13,94.88,0.69,0.02,-0.72,-0.03,11,0,3,3,3
3331,928,80,-35,977,67,-47,13,-23,10,176.00,85.13,94.81,0.69,0.02,-0.72,-0.03,11,0,3,3,3
3360,976,54,-28,977,66,-48,10,-12,20,176.06,85.13,94.81,0.69,0.02,-0.72,-0.03,12,0,3,3,3
3388,972,62,-41,977,66,-48,32,29,9,176.06,85.19,94.75,0.69,0.02,-0.72,-0.03,12,0,3,3,3
3416,943,63,-32,977,66,-47,39,19,-3,176.06,85.19,94.69,0.69,0.02,-0.72,-0.03,12,0,3,3,3
3444,944,76,-37,977,66,-47,23,-5,-17,176.06,85.19,94.63,0.69,0.02,-0.72,-0.03,12,0,3,3,3
3471,929,73,-40,977,67,-46,50,32,-11,176.06,85.19,94.63,0.69,0.02,-0.72,-0.03,12,0,3,3,3
3499,932,82,-53,977,67,-46,42,-6,6,176.06,85.19,94.50,0.69,0.02,-0.72,-0.03,12,0,3,3,3
3529,963,51,-43,977,66,-47,25,-24,15,176.06,85.19,94.44,0.69,0.02,-0.72,-0.03,12,0,3,3,3
3556,941,76,-35,977,66,-47,42,18,-9,176.06,85.19,94.38,0.69,0.02,-0.72,-0.03,12,0,3,3,3
3585,945,72,-33,977,67,-48,18,-49,8,176.06,85.13,94.38,0.69,0.02,-0.72,-0.03,12,0,3,3,3
3611,966,72,-30,977,67,-48,32,-13,-3,176.00,85.13,94.31,0.69,0.02,-0.72,-0.03,12,0,3,3,3
3639,978,82,-30,977,67,-49,53,6,-57,176.00,85.06,94.31,0.69,0.02,-0.72,-0.03,12,0,3,3,3
3665,972,81,-43,977,69,-48,52,11,-42,175.94,85.06,94.31,0.69,0.02,-0.72,-0.03,12,0,3,3,3
3697,960,69,-36,976,70,-48,21,13,-12,175.88,85.00,94.31,0.69,0.02,-0.72,-0.03,12,0,3,3,3
3725,919,82,-27,976,70,-46,43,44,-18,175.81,85.00,94.25,0.69,0.03,-0.72,-0.03,12,0,3,3,3
3751,913,83,-22,976,71,-46,40,-9,-34,175.81,85.00,94.25,0.69,0.03,-0.72,-0.03,12,0,3,3,3
3780,952,84,-45,976,72,-46,16,-18,-42,175.75,84.94,94.25,0.69,0.03,-0.72,-0.03,12,0,3,3,3
3807,950,82,-38,976,73,-46,18,4,-29,175.69,84.88,94.25,0.69,0.03,-0.72,-0.03,12,0,3,3,3
3838,956,77,-35,976,74,-46,16,-11,-28,175.63,84.81,94.31,0.69,0.03,-0.72,-0.03,12,0,3,3,3
3865,956,75,-46,976,74,-46,17,12,-15,175.56,84.81,94.31,0.69,0.03,-0.72,-0.03,12,0,3,3,3
3893,952,93,-28,976,76,-45,4,23,-23,175.50,84.75,94.38,0.69,0.03,-0.72,-0.03,12,0,3,3,3
3920,937,77,-28,976,76,-45,10,-18,-39,175.50,84.75,94.38,0.69,0.03,-0.72,-0.03,12,0,3,3,3
3949,977,79,-45,976,77,-46,1,-22,-30,175.44,84.69,94.44,0.69,0.03,-0.72,-0.03,12,0,3,3,3
3977,943,77,-40,976,78,-45,5,52,-17,175.38,84.69,94.50,0.69,0.03,-0.72,-0.03,12,0,3,3,3
4018,942,72,-15,976,78,-43,0,4,-3,175.38,84.69,94.44,0.69,0.03,-0.72,-0.03,12,0,3,3,3
4049,981,46,-26,976,78,-43,25,-21,-22,175.38,84.69,94.44,0.69,0.03,-0.72,-0.03,12,0,3,3,3
4081,992,65,-46,976,80,-44,54,-10,-64,175.25,84.63,94.44,0.69,0.03,-0.72,-0.03,12,0,3,3,3
4110,933,79,-35,976,81,-43,52,65,-55,175.13,84.56,94.44,0.69,0.03,-0.72,-0.03,12,0,3,3,3
4142,867,111,-22,976,83,-41,53,51,-25,175.13,84.56,94.38,0.69,0.03,-0.72,-0.03,12,0,3,3,3
4170,967,91,-39,976,83,-42,21,-71,-23,175.06,84.44,94.38,0.69,0.03,-0.72,-0.03,12,0,3,3,3
4205,1014,84,-58,976,84,-44,29,25,-9,175.06,84.38,94.38,0.69,0.03,-0.72,-0.03,12,0,3,3,3
4235,935,105,-32,976,84,-42,44,90,-13,175.06,84.44,94.31,0.69,0.03,-0.72,-0.03,12,0,3,3,3
4263,934,113,-36,976,85,-41,29,-21,-50,175.00,84.44,94.31,0.69,0.04,-0.72,-0.03,12,0,3,3,3
4294,974,96,-51,975,86,-41,14,-16,-46,174.88,84.31,94.38,0.69,0.04,-0.72,-0.03,12,0,3,3,3
4323,927,118,-38,975,87,-40,27,98,-20,174.88,84.38,94.38,0.69,0.04,-0.72,-0.03,12,0,3,3,3
4357,895,109,-18,975,87,-39,-4,-42,-19,174.81,84.31,94.38,0.69,0.04,-0.72,-0.03,12,0,3,3,3
4386,964,82,-41,975,88,-41,-4,-40,-13,174.81,84.25,94.44,0.69,0.04,-0.72,-0.03,12,0,3,3,3
4416,959,94,-42,975,87,-40,9,44,23,174.81,84.31,94.38,0.69,0.04,-0.72,-0.03,12,0,3,3,3
4446,934,104,-21,975,87,-39,-15,-38,23,174.88,84.31,94.38,0.69,0.04,-0.72,-0.03,12,0,3,3,3
4474,983,79,-30,975,87,-41,-2,-25,-14,174.88,84.31,94.38,0.69,0.04,-0.72,-0.03,12,0,3,3,3
4505,972,90,-41,975,88,-39,21,81,-28,174.81,84.31,94.44,0.69,0.04,-0.72,-0.03,12,0,3,3,3
4538,923,101,-21,975,88,-38,6,23,-15,174.75,84.31,94.44,0.69,0.04,-0.72,-0.03,12,0,3,3,3
4567,935,100,-31,975,88,-38,6,-16,-5,174.75,84.31,94.44,0.69,0.04,-0.72,-0.03,12,0,3,3,3
4596,944,101,-31,975,89,-38,-1,10,-1,174.75,84.25,94.44,0.69,0.04,-0.72,-0.03,12,0,3,3,3
4626,1019,35,21,975,90,-35,128,170,-21,174.69,84.31,94.38,0.69,0.04,-0.72,-0.03,12,0,3,3,3
4657,857,169,-21,975,89,-34,-40,-89,12,174.69,84.31,94.25,0.69,0.04,-0.72,-0.03,12,0,3,3,3
4686,1022,63,-13,975,90,-37,7,-43,-34,174.69,84.25,94.38,0.69,0.04,-0.72,-0.03,12,0,3,3,3
4718,985,74,-6,975,90,-35,46,98,-7,174.69,84.31,94.25,0.69,0.04,-0.72,-0.03,12,0,3,3,3
4748,953,174,11,975,90,-33,27,26,17,174.69,84.31,94.13,0.69,0.04,-0.72,-0.03,12,0,3,3,3
4776,972,85,-14,975,91,-34,26,-36,-37,174.63,84.25,94.19,0.69,0.04,-0.72,-0.03,12,0,3,3,3
4807,984,113,-23,975,91,-34,4,18,-6,174.63,84.25,94.13,0.69,0.04,-0.72,-0.03,12,0,3,3,3
4837,938,83,-21,975,91,-33,26,45,-16,174.63,84.25,94.13,0.69,0.04,-0.72,-0.03,12,0,3,3,3
4870,915,84,-4,975,92,-33,114,7,-67,174.56,84.19,94.06,0.69,0.04,-0.72,-0.02,12,0,3,3,3
4899,913,73,-5,975,93,-34,182,-78,-52,174.50,84.13,93.81,0.69,0.04,-0.72,-0.02,12,0,3,3,3
4928,935,122,-56,975,95,-38,195,-90,-44,174.38,83.94,93.56,0.69,0.05,-0.72,-0.02,12,0,3,3,3
4958,924,81,-34,975,95,-41,250,-54,9,174.38,83.88,93.19,0.69,0.05,-0.72,-0.02,12,0,3,3,3
4988,924,107,-38,975,94,-41,381,45,80,174.50,83.94,92.44,0.69,0.05,-0.72,-0.02,12,0,3,3,3
5017,982,153,32,975,87,-39,614,262,243,175.00,84.56,90.81,0.69,0.06,-0.72,-0.01,12,0,3,3,3
5051,952,35,-2,977,76,-34,408,64,225,175.50,85.06,89.50,0.69,0.06,-0.72,0.00,12,0,3,3,3
5080,984,49,-19,977,70,-34,522,65,183,175.88,85.38,88.31,0.69,0.06,-0.72,0.01,12,0,3,3,3
5109,981,89,-56,977,64,-34,469,-35,141,176.19,85.69,87.06,0.69,0.07,-0.72,0.02,12,0,3,3,3
5139,984,61,-112,978,61,-35,420,49,120,176.44,85.88,86.00,0.69,0.07,-0.72,0.02,12,0,3,3,3
5169,969,66,-39,978,58,-33,480,199,76,176.63,86.13,84.94,0.70,0.07,-0.71,0.03,12,0,3,3,3
5198,940,53,-46,978,55,-28,505,149,71,176.75,86.38,83.88,0.70,0.08,-0.71,0.04,12,0,3,3,3
5231,1008,56,7,978,52,-24,515,180,99,176.88,86.56,82.81,0.70,0.08,-0.71,0.04,12,0,3,3,3
5261,922,9,-7,979,46,-17,685,239,212,177.25,87.06,81.31,0.70,0.09,-0.71,0.05,12,0,3,3,3
5291,905,121,-11,979,44,-14,716,163,8,177.38,87.31,79.81,0.70,0.09,-0.71,0.06,12,0,3,3,3
5319,888,106,-23,979,43,-11,531,14,19,177.44,87.38,78.69,0.70,0.10,-0.70,0.07,12,0,3,3,3
5350,928,102,-9,979,41,-12,467,-67,74,177.56,87.44,77.69,0.70,0.11,-0.70,0.07,12,0,3,3,3
5382,944,83,-31,979,38,-17,354,-89,48,177.69,87.50,76.94,0.70,0.11,-0.71,0.08,12,0,3,3,3
5411,947,33,33,979,36,-19,340,-43,68,177.81,87.56,76.19,0.70,0.11,-0.71,0.08,12,0,3,3,3
5441,968,54,-30,979,35,-21,413,-91,8,177.88,87.50,75.44,0.69,0.12,-0.71,0.09,12,0,3,3,3
5470,993,31,-24,979,34,-24,479,-2,44,177.94,87.50,74.56,0.69,0.12,-0.71,0.09,12,0,3,3,3
5500,995,80,-56,979,32,-23,505,48,79,178.13,87.69,73.50,0.69,0.13,-0.70,0.10,12,0,3,3,3
5529,949,94,-67,979,29,-21,290,100,67,178.25,87.88,72.69,0.69,0.13,-0.70,0.10,12,0,3,3,3
5563,924,60,-45,980,26,-19,237,29,65,178.38,88.00,72.13,0.69,0.13,-0.70,0.11,12,0,3,3,3
5593,943,80,-49,980,26,-18,179,53,38,178.38,88.06,71.75,0.69,0.13,-0.70,0.11,12,0,3,3,3
5622,927,90,-39,980,23,-17,1,40,140,178.56,88.25,71.44,0.69,0.13,-0.70,0.11,12,0,3,3,3
5652,904,33,0,980,20,-17,-43,-54,170,178.88,88.38,71.25,0.69,0.13,-0.70,0.11,12,0,3,3,3
5681,943,9,-14,980,16,-23,36,-291,13,179.00,88.13,71.06,0.69,0.13,-0.70,0.11,12,0,3,3,3
5712,1002,-19,-26,979,28,-44,524,-573,-384,178.31,86.88,71.06,0.68,0.14,-0.71,0.11,12,0,3,3,3
5746,1007,98,-100,978,32,-51,239,-77,-79,178.06,86.38,70.69,0.68,0.14,-0.71,0.12,12,0,3,3,3
5775,933,63,-65,978,33,-51,98,34,-1,178.00,86.38,70.50,0.68,0.15,-0.71,0.12,12,0,3,3,3
5805,952,72,-36,978,33,-51,21,-42,-27,178.00,86.38,70.44,0.68,0.15,-0.71,0.12,12,0,3,3,3
5833,974,64,-56,978,32,-53,-26,-53,41,178.06,86.31,70.44,0.68,0.15,-0.71,0.12,12,0,3,3,3
5864,936,24,-93,978,28,-54,-103,-68,129,178.31,86.38,70.38,0.68,0.14,-0.71,0.12,12,0,3,3,3
5897,972,41,-78,978,26,-57,-27,-56,113,178.38,86.25,70.31,0.68,0.14,-0.71,0.12,12,0,3,3,3
5925,953,48,-68,978,25,-57,-7,-10,41,178.50,86.31,70.25,0.68,0.14,-0.71,0.12,12,0,3,3,3
5954,938,33,-65,978,22,-58,7,-44,63,178.63,86.25,70.13,0.68,0.14,-0.71,0.12,12,0,3,3,3
5984,953,52,-82,978,22,-60,18,-6,27,178.63,86.19,70.13,0.67,0.14,-0.71,0.12,12,0,3,3,3
6013,928,56,-89,978,23,-60,36,5,-5,178.56,86.13,70.06,0.67,0.14,-0.71,0.12,12,0,3,3,3
6043,960,55,-104,978,24,-63,-13,-55,9,178.50,85.88,70.19,0.67,0.14,-0.72,0.12,12,0,3,3,3
6075,957,28,-77,978,24,-66,10,-14,39,178.56,85.81,70.19,0.67,0.14,-0.72,0.12,12,0,3,3,3
6106,967,53,-76,978,23,-65,56,56,66,178.63,85.88,70.00,0.67,0.14,-0.72,0.12,12,0,3,3,3
6134,948,120,-74,978,17,-65,-62,-24,189,178.94,86.00,69.75,0.67,0.14,-0.72,0.12,12,0,3,3,3
6165,901,-38,-88,978,11,-67,-316,-137,227,179.31,85.94,69.88,0.67,0.14,-0.72,0.12,12,0,3,3,3
6195,975,-29,-45,978,10,-69,158,36,-101,179.31,85.88,69.81,0.67,0.14,-0.72,0.12,12,0,3,3,3
6224,929,265,-134,978,12,-68,47,61,-39,179.19,85.94,69.69,0.67,0.14,-0.72,0.12,12,0,3,3,3
6258,899,-52,-24,978,9,-60,107,404,-13,179.38,86.38,69.63,0.67,0.14,-0.72,0.12,12,0,3,3,3
6287,863,190,-30,979,13,-52,173,97,-59,179.19,86.81,69.44,0.68,0.14,-0.71,0.12,12,0,3,3,3
6317,1017,31,-110,979,5,-53,-61,9,378,179.63,86.88,69.00,0.68,0.14,-0.71,0.13,12,0,3,3,3
6346,948,-17,-68,979,3,-50,519,195,255,179.94,87.13,68.19,0.68,0.14,-0.71,0.13,12,0,3,3,3
6375,1070,59,-34,979,-5,-48,178,29,-110,-179.63,87.06,67.31,0.68,0.14,-0.71,0.14,12,0,3,3,3
6409,915,-8,-56,979,-1,-49,68,-170,-100,-179.88,87.06,67.38,0.68,0.14,-0.71,0.14,13,0,3,3,3
6437,1065,33,-62,978,3,-57,246,-225,-149,179.75,86.63,67.31,0.67,0.15,-0.71,0.13,13,0,3,3,3
6467,821,-96,21,979,6,-56,156,172,-37,179.63,86.63,67.13,0.67,0.15,-0.71,0.14,13,0,3,3,3
6497,937,94,-72,978,5,-57,6,-156,3,179.69,86.50,66.81,0.67,0.15,-0.71,0.14,13,0,3,3,3
6526,935,-200,-119,978,4,-63,605,-278,494,-179.94,86.13,66.00,0.67,0.15,-0.71,0.14,13,0,3,3,3
6557,911,16,-57,978,-11,-70,639,-251,406,-179.06,85.56,64.00,0.66,0.15,-0.72,0.15,13,0,3,3,3
6589,1061,24,-42,976,-28,-84,507,-377,375,-178.25,84.75,62.19,0.66,0.16,-0.72,0.16,13,0,3,3,3
6619,1032,25,-90,976,-33,-82,398,270,4,-178.00,84.75,61.13,0.66,0.16,-0.72,0.17,13,0,3,3,3
6648,903,46,-101,977,-27,-76,42,93,-302,-178.38,85.19,61.19,0.66,0.16,-0.72,0.17,13,0,3,3,3
6678,1034,-77,-101,978,-12,-70,238,256,-532,-179.19,85.75,61.75,0.66,0.17,-0.71,0.17,13,0,3,3,3
6708,1038,-4,-48,978,-5,-64,160,189,-172,-179.75,86.31,61.88,0.66,0.17,-0.71,0.17,13,0,3,3,3
6740,910,33,-86,978,0,-64,-116,-193,-184,-179.94,86.19,62.19,0.66,0.18,-0.71,0.16,13,0,3,3,3
6769,971,-18,-72,977,13,-73,-7,-261,-476,179.19,85.63,63.13,0.66,0.18,-0.71,0.16,13,0,3,3,3
6799,904,-30,-63,977,18,-75,231,-176,-82,178.88,85.31,63.19,0.66,0.18,-0.71,0.16,13,0,3,3,3
6829,889,151,-143,976,23,-86,-50,-298,-276,178.63,84.75,63.31,0.66,0.19,-0.71,0.16,13,0,3,3,3
6858,912,102,-154,975,31,-91,-114,-280,-405,177.88,84.13,64.25,0.66,0.19,-0.71,0.15,13,0,3,3,3
6888,986,21,-75,974,44,-95,141,44,-189,177.25,83.75,64.63,0.66,0.20,-0.71,0.15,13,0,3,3,3
6922,923,152,-122,975,46,-93,56,85,26,177.25,83.88,64.44,0.66,0.20,-0.71,0.15,13,0,3,3,3
6951,961,81,-77,975,43,-90,-78,73,144,177.44,84.06,64.31,0.66,0.20,-0.71,0.15,13,0,3,3,3
6980,912,100,-88,975,37,-92,27,105,-30,177.75,84.13,63.88,0.66,0.19,-0.71,0.15,13,0,3,3,3
7010,914,46,-86,975,37,-90,84,-98,135,177.88,84.25,63.63,0.66,0.19,-0.71,0.15,13,0,3,3,3
7040,1004,87,-168,975,32,-96,-6,-309,60,178.13,83.81,63.25,0.65,0.19,-0.72,0.15,13,0,3,3,3
7073,932,42,-107,973,39,-108,-17,-298,-306,177.69,83.25,63.75,0.65,0.20,-0.72,0.15,13,0,3,3,3
7103,939,113,-119,972,48,-118,-17,-388,-247,157.81,82.44,64.31,0.65,0.20,-0.72,0.15,13,0,3,3,3
7133,987,65,-142,971,50,-125,-28,-67,40,158.00,82.06,64.56,0.64,0.20,-0.72,0.15,13,0,3,3,3
7162,971,50,-203,971,44,-125,62,-11,241,160.50,82.19,64.13,0.64,0.20,-0.72,0.15,13,0,3,3,3
7191,871,79,-173,971,45,-126,8,-101,-51,160.31,82.06,64.06,0.64,0.20,-0.72,0.15,13,0,3,3,3
7221,929,32,-164,970,49,-132,-97,-102,-88,159.38,81.69,64.56,0.64,0.20,-0.73,0.14,13,0,3,3,3
7255,1000,69,-177,970,46,-131,33,67,191,160.50,81.81,64.31,0.64,0.20,-0.73,0.15,13,0,3,3,3
7283,950,30,-137,971,42,-127,-36,135,84,161.69,82.06,64.06,0.64,0.20,-0.72,0.15,13,0,3,3,3
7313,968,18,-112,972,39,-121,89,280,90,161.88,82.50,63.88,0.64,0.20,-0.72,0.15,13,0,3,3,3
7343,986,47,-122,974,30,-106,133,576,274,178.19,83.50,63.00,0.65,0.20,-0.72,0.16,13,0,3,3,3
7372,982,-8,-99,976,22,-90,60,468,230,178.69,84.56,62.38,0.65,0.19,-0.71,0.16,13,0,3,3,3
7402,918,-47,-97,977,16,-82,230,241,390,179.25,85.25,61.44,0.66,0.19,-0.71,0.17,13,0,3,3,3
7434,982,127,-132,977,-3,-74,206,169,467,-179.75,85.63,60.13,0.66,0.19,-0.71,0.17,13,0,3,3,3
7463,922,54,-123,978,-12,-66,-60,276,85,-179.25,86.00,59.63,0.66,0.18,-0.71,0.18,13,0,3,3,3
7493,935,-22,-96,978,-16,-59,-51,207,165,-179.00,86.31,59.44,0.66,0.18,-0.71,0.18,13,0,3,3,3
7523,867,-11,-66,978,-21,-53,-10,142,153,-178.75,86.63,59.25,0.66,0.18,-0.70,0.18,13,0,3,3,3
7553,969,-3,-69,978,-22,-52,-4,-4,-202,-178.75,86.63,59.31,0.66,0.18,-0.70,0.18,13,0,3,3,3
7585,1019,7,-97,979,-9,-53,43,-16,-348,-179.38,86.81,59.88,0.66,0.18,-0.70,0.18,13,0,3,3,3
7615,899,156,-170,979,4,-50,185,129,-503,179.75,87.00,60.44,0.67,0.19,-0.70,0.18,13,0,3,3,3
7645,864,79,-113,979,26,-38,-145,434,-745,178.38,87.25,61.88,0.67,0.19,-0.69,0.17,13,0,3,3,3
7674,1003,60,-86,979,37,-29,-105,233,-59,177.75,87.19,62.75,0.68,0.20,-0.69,0.16,13,0,3,3,3
