timestamp,accelX,accelY,accelZ,gravX,gravY,gravZ,angVelX,angVelY,angVelZ,pitch,roll,heading,w,x,y,z,temprature,sysCal,gyroCal,accelCal,magCal
99775,16,-83,944,18,-78,977,0,0,1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
99806,16,-84,945,18,-78,977,0,0,1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
99835,16,-85,943,18,-78,977,1,0,0,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
99865,16,-82,946,18,-78,977,0,0,-2,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
99895,16,-83,942,18,-78,977,0,-1,2,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
99924,16,-82,947,18,-78,977,-1,1,1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
99957,16,-84,945,18,-78,977,0,2,-1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
99987,17,-84,942,18,-78,977,0,0,-2,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
100019,16,-83,944,18,-78,977,0,0,2,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
100049,15,-83,942,18,-78,977,0,-2,-1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
100080,16,-85,943,18,-78,977,2,-3,1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
100112,16,-83,946,18,-78,977,-1,-2,-1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
100147,16,-85,947,18,-78,977,0,1,0,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
100175,16,-83,946,18,-78,977,0,0,1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
100206,17,-82,942,18,-78,977,-2,1,2,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
100236,17,-83,943,18,-78,977,0,0,1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
100265,16,-84,943,18,-78,977,0,0,1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
100295,16,-83,943,18,-78,977,2,-1,2,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
100324,17,-82,942,18,-78,977,2,0,-1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
100355,17,-83,943,18,-78,977,0,-1,2,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
100385,16,-82,942,18,-78,977,1,1,1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
100415,16,-84,945,18,-78,977,1,0,1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
100446,16,-81,943,18,-78,977,1,-1,0,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
100480,18,-84,944,18,-78,977,-1,1,-1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
100510,16,-83,945,18,-78,977,1,-1,0,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
100542,16,-84,945,18,-78,977,0,1,0,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
100574,16,-82,942,18,-78,977,1,1,0,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
100605,17,-82,944,18,-78,977,1,2,0,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
100635,16,-83,942,18,-78,977,-1,-1,0,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
100669,16,-83,946,18,-78,977,0,3,0,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
100700,16,-82,947,18,-78,977,0,-2,0,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
100728,16,-82,945,18,-78,977,1,0,-1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
100758,16,-83,944,18,-78,977,-2,3,0,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
100788,17,-84,941,18,-78,977,-1,0,1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
100818,17,-84,942,18,-78,977,1,0,-1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
100851,17,-82,944,18,-78,977,1,1,0,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
100880,16,-82,943,18,-78,977,1,2,-1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
100911,17,-84,945,18,-78,977,0,0,1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
100940,17,-83,945,18,-78,977,-1,-2,0,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
100970,17,-82,946,18,-78,977,1,3,1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
101001,15,-80,945,18,-78,977,2,-1,0,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
101032,17,-83,943,18,-78,977,2,-1,1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
101064,16,-83,945,18,-78,977,2,-1,1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
101096,16,-81,944,18,-78,977,1,3,-1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
101128,16,-83,946,18,-78,977,-1,2,0,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
101158,16,-84,946,18,-78,977,2,-1,-1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
101189,16,-83,944,18,-78,977,0,0,0,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
101222,16,-85,944,18,-78,977,0,2,1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
101253,15,-82,945,18,-78,977,-2,3,0,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
101282,16,-84,944,18,-78,977,0,2,1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
101312,16,-84,945,18,-78,977,-1,-1,0,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
101342,16,-82,944,18,-78,977,1,0,0,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
101372,17,-81,945,18,-78,977,0,0,0,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
101399,16,-84,941,18,-78,977,-1,3,1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
101431,17,-82,945,18,-78,977,0,1,0,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
101460,17,-83,941,18,-78,977,-2,2,-1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
101491,15,-84,943,18,-78,977,-3,5,0,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
101521,16,-83,945,18,-78,977,-1,2,-2,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
101555,17,-84,944,18,-78,977,-1,1,-2,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
101583,17,-84,942,18,-78,977,-1,0,1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
101613,17,-83,944,18,-78,977,-2,2,1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
101643,16,-83,944,18,-78,977,-1,0,0,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
101672,16,-85,944,18,-78,977,1,1,1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
101703,16,-83,944,18,-78,977,2,1,-1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
101736,16,-83,943,18,-78,977,1,4,-1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
101767,16,-86,944,18,-78,977,-1,-3,0,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
101798,16,-84,945,18,-78,977,1,-2,-1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
101830,15,-84,945,18,-78,977,0,1,1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
101861,16,-83,942,18,-78,977,0,0,0,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
101892,14,-83,946,18,-78,977,0,1,0,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
101925,15,-81,944,18,-78,977,1,-2,-1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
101955,17,-83,943,18,-78,977,-1,0,-2,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
101984,17,-82,944,18,-78,977,3,-1,0,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
102013,16,-84,946,18,-78,977,0,1,-1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
102043,17,-82,942,18,-78,977,2,-1,0,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
102074,17,-84,945,18,-78,977,-1,1,0,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
102107,16,-84,944,18,-78,977,-1,-1,1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
102135,17,-81,944,18,-78,977,1,-2,0,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
102166,16,-82,945,18,-78,977,1,-1,0,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
102195,17,-83,942,18,-78,977,1,1,-1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
102224,15,-83,948,18,-78,977,1,1,-1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
102255,16,-83,943,18,-78,977,0,2,-1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
102288,16,-83,942,18,-78,977,1,1,0,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
102320,15,-83,945,18,-78,977,1,1,-1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
102351,17,-82,944,18,-78,977,2,0,0,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
102383,16,-84,944,18,-78,977,-3,0,3,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
102414,16,-83,947,18,-78,977,1,0,1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
102448,16,-82,944,18,-78,977,1,-2,2,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
102478,17,-83,946,18,-78,977,0,3,-2,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
102508,17,-85,943,18,-78,977,0,2,-1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
102538,16,-82,942,18,-78,977,2,2,0,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
102567,16,-83,944,18,-78,977,0,0,-1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
102597,16,-82,941,18,-78,977,0,1,0,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
102629,17,-79,943,18,-78,977,-2,4,1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
102661,17,-84,947,18,-78,977,0,0,3,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
102689,16,-81,943,18,-78,977,-1,-3,-1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
102721,17,-84,944,18,-78,977,-2,-1,1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
102753,16,-85,944,18,-78,977,0,-2,-1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
102785,16,-82,945,18,-78,977,-2,-2,0,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
102818,16,-81,945,18,-78,977,-3,3,-1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
102848,15,-84,943,18,-78,977,-1,-1,0,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
102878,16,-83,945,18,-78,977,0,0,0,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
102908,16,-81,942,18,-78,977,-1,-3,0,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
102938,16,-83,944,18,-78,977,0,1,0,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
102968,16,-82,942,18,-78,977,-1,2,-1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
103001,16,-80,943,18,-78,977,-1,1,0,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
103032,16,-83,944,18,-78,977,-2,-3,2,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
103064,15,-83,944,18,-78,977,-1,-1,-1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
103094,16,-82,941,18,-78,977,0,3,0,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
103126,17,-83,943,18,-78,977,0,-1,1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
103158,16,-83,943,18,-78,977,-1,1,1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
103191,16,-82,944,18,-78,977,1,-1,-1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
103222,16,-82,944,18,-78,977,-1,-1,-1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
103251,16,-82,945,18,-78,977,-1,-2,1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
103283,16,-83,945,18,-78,977,0,2,0,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
103314,17,-81,943,18,-78,977,0,1,1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
103347,17,-81,943,18,-78,977,2,0,0,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
103378,17,-84,945,18,-78,977,1,0,-2,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
103409,16,-82,945,18,-78,977,1,-1,1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
103440,15,-83,943,18,-78,977,2,2,0,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
103470,16,-82,944,18,-78,977,0,2,2,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
103500,17,-82,943,18,-78,977,0,-1,-2,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
103533,16,-81,944,18,-78,977,-1,-2,0,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
103564,17,-83,943,18,-78,977,0,-1,1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
103593,17,-82,940,18,-78,977,1,-3,2,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
103623,16,-82,942,18,-78,977,1,1,-1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
103654,17,-83,945,18,-78,977,1,1,0,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
103685,16,-83,943,18,-78,977,1,-3,1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
103718,16,-84,945,18,-78,977,0,0,-2,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
103749,16,-83,940,18,-78,977,1,1,-2,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
103781,17,-83,944,18,-78,977,3,0,0,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
103812,17,-82,943,18,-78,977,-1,1,-3,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
103841,17,-83,944,18,-78,977,2,-3,-1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
103872,16,-83,943,18,-78,977,3,-2,-1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
103905,17,-81,943,18,-78,977,2,1,-1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
103936,17,-81,948,18,-78,977,1,1,0,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
103967,17,-84,943,18,-78,977,0,1,-1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
103998,16,-82,942,18,-78,977,-1,0,0,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
104030,17,-83,944,18,-78,977,0,-2,-2,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
104061,17,-82,943,18,-78,977,0,-2,-3,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
104095,15,-82,942,18,-78,977,2,-1,2,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
104126,18,-82,943,18,-78,977,2,-2,1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
104158,17,-82,943,18,-78,977,0,2,-1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
104188,16,-81,945,18,-78,977,0,2,1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
104220,16,-82,944,18,-78,977,0,1,2,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
104251,16,-82,943,18,-78,977,-2,-1,0,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
104286,16,-83,944,18,-78,977,0,2,0,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
104315,16,-83,944,18,-78,977,0,0,0,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
104345,18,-82,944,18,-78,977,-1,2,0,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
104375,16,-85,946,18,-78,977,3,-3,1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
104404,16,-81,946,18,-78,977,-1,2,1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
104437,16,-83,944,18,-78,977,0,-2,0,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
104469,16,-81,946,18,-78,977,2,1,-1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
104499,16,-82,943,18,-78,977,1,1,-2,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
104530,16,-82,943,18,-78,977,1,-1,0,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
104562,16,-83,941,18,-78,977,0,1,1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
104594,16,-81,944,18,-78,977,-1,0,1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
104628,17,-82,943,18,-78,977,1,-1,1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
104657,16,-84,942,18,-78,977,0,2,0,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
104687,17,-83,945,18,-78,977,-1,-1,0,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
104717,16,-82,944,18,-78,977,2,-1,0,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
104747,16,-84,945,18,-78,977,1,0,0,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
104776,16,-84,945,18,-78,977,0,-2,1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
104809,17,-83,946,18,-78,977,0,-3,0,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
104839,16,-83,945,18,-78,977,-2,1,-1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
104870,17,-83,945,18,-78,977,1,-1,0,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
104899,16,-81,942,18,-78,977,0,-2,0,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
104931,17,-82,944,18,-78,977,0,0,1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
104963,17,-84,944,18,-78,977,-1,-2,1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
104997,16,-83,944,18,-78,977,-1,1,-1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
105027,17,-83,945,18,-78,977,2,-3,-3,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
105057,17,-83,944,18,-78,977,1,-1,1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
105088,16,-84,942,18,-78,977,-3,1,1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
105117,16,-82,945,18,-78,977,0,1,-1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
105148,17,-82,945,18,-78,977,0,3,1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
105181,16,-86,945,18,-78,977,0,0,-1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
105211,16,-82,943,18,-78,977,0,0,0,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
105242,16,-84,943,18,-78,977,1,1,2,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
105274,15,-80,944,18,-78,977,2,-3,1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
105305,16,-84,944,18,-78,977,2,-1,-1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
105339,16,-83,945,18,-78,977,2,-2,-3,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
105369,16,-81,940,18,-78,977,-1,-1,0,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
105399,17,-82,943,18,-78,977,0,1,0,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
105428,16,-85,946,18,-78,977,0,-3,0,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
105459,16,-84,944,18,-78,977,-2,0,1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
105489,17,-83,945,18,-78,977,1,-3,-1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
105522,17,-82,945,18,-78,977,0,-1,0,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
105551,17,-83,945,18,-78,977,1,-2,2,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
105581,16,-81,945,18,-78,977,1,0,4,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
105611,16,-82,940,18,-78,977,2,-3,0,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
105640,16,-82,943,18,-78,977,0,0,-1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
105670,15,-84,943,18,-78,977,3,3,-1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
105703,16,-82,944,18,-78,977,0,-1,0,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
105735,16,-82,944,18,-78,977,-2,1,3,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
105766,16,-83,944,18,-78,977,-1,2,-1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
105798,17,-84,944,18,-78,977,-1,3,1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
105830,15,-81,947,18,-78,977,-1,3,1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
105861,16,-85,943,18,-78,977,-2,3,-1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
105893,16,-81,943,18,-78,977,1,1,-1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
105924,16,-83,945,18,-78,977,2,-1,1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
105954,17,-82,943,18,-78,977,-1,-1,0,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
105984,17,-82,946,18,-78,977,-1,4,1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
106013,16,-82,944,18,-78,977,0,0,-1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
106043,16,-83,945,18,-78,977,-2,3,-2,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
106076,16,-82,945,18,-78,977,-1,-1,0,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
106104,17,-82,943,18,-78,977,-1,1,0,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
106135,16,-83,943,18,-78,977,0,1,1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
106165,16,-84,945,18,-78,977,0,-1,-2,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
106195,16,-81,943,18,-78,977,2,0,0,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
106236,16,-82,943,18,-78,977,1,0,0,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
106268,16,-84,945,18,-78,977,1,-1,-1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
106300,16,-81,947,18,-78,977,-2,2,-1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
106332,17,-83,945,18,-78,977,2,-1,2,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
106361,17,-84,943,18,-78,977,1,0,1,-4.56,1.00,350.31,1.00,-0.04,-0.01,0.08,15,0,3,3,3
